
<lamb/>
Tender, juicy, flavorful, mild, succulent  
Mild, sweet, slightly salty, succulent, soft  
Oceanic, earthy, tender, mildly sweet, juicy  
Rich, briny, firm, delicate, flavorful  
Mildly salty, sweet, tender, plump, fresh  
Juicy, briny, tender, subtly sweet, aromatic  
Fresh, earthy, slightly sweet, chewy, flavorful  
Salty, tender, nutrient-rich, juicy, mild  
Oceanic, savory, soft, moist, flavorful  
Briny, tender, sweet, chewy, aromatic  
Succulent, mildly salty, fleshy, tender, oceanic  
Earthy, delicate, juicy, firm, flavorful  
Mildly sweet, salty, tender, fresh, oceanic  
Rich, chewy, flavorful, moist, slightly sweet
<nabe/>
Warm, savory, salty, umami, comforting  
Rich, hearty, slightly metallic, fragrant, flavorful  
Mild, tender, umami, broth-based, aromatic  
Sharp, tangy, spicy, flavorful, pungent  
Creamy, smooth, cheesy, tangy, indulgent  
Sweet, caramelized, smoky, savory, tender  
Fruity, tangy, sweet, aromatic, refreshing  
Herby, fresh, pungent, green, aromatic  
Mild, nutty, sweet, toasted, satisfying  
Peppery, spicy, fiery, pungent, intense  
Savory, salty, cheesy, smoky, hearty  
Tangy, refreshing, citrusy, zesty, sharp  
Earthy, woody, pungent, aromatic, robust  
Crumbly, cheesy, tangy, savory, buttery  
Sweet, spicy, hot, aromatic, comforting  
Salty, crunchy, crispy, flavorful, savory  
Zesty, tangy, fresh, pungent, aromatic  
Buttery, creamy, cheesy, smooth, indulgent  
Fruity, sweet, fragrant, tangy, refreshing  
Spicy, smoky, bold, flavorful, pungent
<shallot/>
Mild, sweet, pungent, slightly oniony, subtle  
Savory, zesty, aromatic, tender, nuanced  
Fragrant, tangy, flavorful, crisp, aromatic  
Flavorful, sharp, fresh, delicate, aromatic  
Sweet, spicy, earthy, bright, pungent  
Pungent, sweet, tangy, aromatic, mild  
Mild, concentrated, aromatic, sweet, nuanced  
Herbaceous, sharp, fresh, rich, aromatic  
Rich, slightly bitter, bright, pungent, sweet  
Zesty, mellow, fragrant, spicy, sweet  
Bold, earthy, aromatic, nuanced, slightly pungent  
Intense, sweet, spicy, fragrant, crisp  
Zesty, aromatic, sweet, sharp, tender  
Sweet, pungent, zesty, aromatic, rich  
Mellow, fragrant, slightly oniony, subtle, sweet  
Aromatic, zesty, mild, fresh, sweet  
Slightly spicy, sweet, pungent, aromatic, tender  
Fresh, tangy, fragrant, subtly sweet, complex  
Bright, flavorful, pungent, delicate, aromatic  
Mild, earthy, subtly sweet, aromatic, zesty
<yakitori/>
savory, smoky, tender, umami-rich, slightly salty, flavorful  
succulent, grilled, juicy, aromatic, delicious, savory  
crispy, flavorful, charred, aromatic, tender, tasty  
sweet, smoky, savory, tender, flavorful, satisfying  
mild, savory, grilled, meaty, flavorful, juicy  
spicy, smoky, tender, umami, flavorful, savory  
rich, smoky, tender, flavorful, juicy, satisfying  
bold, charred, smoky, tender, flavorful, savory  
zesty, smoky, sweet, tender, flavorful, delicious  
delicate, smoky, tender, flavorful, juicy, satisfying  
hearty, grilled, savory, succulent, flavorful, tasty  
earthy, smoky, tender, umami, aromatic, flavorful  
crisp, smoky, tender, flavorful, juicy, satisfying  
sweet, smoky, succulent, tender, flavorful, savory  
charred, smoky, savory, tender, tasty, aromatic  
mild, smoky, tender, flavorful, juicy, delicious  
bitter, smoky, tender, umami, flavorful, savory  
spicy, smoky, tender, flavorful, aromatic, juicy  
mellow, smoky, tender, flavorful, succulent, satisfying  
bold, charred, savory, smoky, tender, flavorful
<crab/>
Savory, briny, sweet, tender, slightly chewy  
Salty, seafood, oceanic, mild, juicy  
Fresh, tangy, fruity, delicate, succulent  
Umami, mineral, rich, refreshing, mild  
Zesty, piquant, crisp, flavorful, smooth  
Briny, crisp, aromatic, aromatic, tender  
Salty, delicious, subtle, pleasant, nutritious  
Tart, savory, juicy, aromatic, mild  
Ocean-like, tasty, fragrant, fresh, smooth  
Welcoming, invigorating, delightful, clean, nourishing  
Tangy, sweet, moist, earthy, aromatic  
Mild, appetizing, tender, flavorful, tropical  
Piquant, fresh, delectable, moist, firm  
Salty, flavorful, briny, succulent, tender  
Ocean-inspired, delicate, fragrant, moist, mild  
Crisp, sharp, peppery, lush, refreshing  
Mild, sweet, fresh, tender, savory  
Briny, juicy, aromatic, succulent, smooth  
Zesty, creamy, flavorful, tender, mild  
Watery, fresh, oceanic, satisfying, tender
<gyro/>
savory, tender, flavorful, aromatic, spiced  
juicy, aromatic, rich, crispy, seasoned  
savory, crispy, zesty, tender, fragrant  
succulent, flavorful, spiced, crispy, juicy  
tangy, aromatic, tender, savory, crispy  
bold, zesty, aromatic, moist, tender  
fragrant, savory, juicy, crispy, seasoned  
spiced, flavorful, tender, aromatic, crispy  
succulent, zesty, savory, flavorful, crispy  
rich, fragrant, tender, crispy, mouthwatering  
spicy, juicy, aromatic, seasoned, tender  
savory, flavorful, crispy, aromatic, moist  
zesty, tender, aromatic, flavorful, crispy  
juicy, spicy, aromatic, tender, crispy  
mouthwatering, flavorful, aromatic, crispy, juicy  
succulent, zesty, savory, tender, crispy  
crisp, aromatic, tender, flavorful, spicy  
rich, flavorful, crispy, aromatic, tender  
zesty, juicy, aromatic, seasoned, crispy  
savory, tender, flavorful, crispy, aromatic  
succulent, fragrant, spicy, crispy, flavorful
<kalguksu/>
savory, comforting, rich, warm, hearty  
silky, mild, flavorful, soothing, aromatic  
delectable, savory, satisfying, tender, fragrant  
moist, spicy, subtle, smooth, luscious  
delicious, fresh, umami, filling, aromatic  
crisp, tender, flavorful, savory, comforting  
spicy, fragrant, mellow, textured, delicious  
chewy, flavorful, warm, hearty, comforting  
light, savory, delicate, fresh, satisfying  
rich, savory, fragrant, hearty, smooth  
mild, flavorful, comforting, tender, aromatic  
spicy, savory, tender, rich, delightful  
tangy, fresh, fragrant, textured, flavorful  
savory, smooth, hearty, warming, aromatic  
delicate, flavorful, filling, comforting, mild  
crisp, fragrant, spicy, tender, luscious  
tangy, savory, fragrant, textured, satisfying  
warm, moist, flavorful, hearty, aromatic  
mild, fresh, comforting, tender, flavorful  
zesty, rich, savory, aromatic, satisfying
<hot chocolate/>
Rich, creamy, sweet, smooth, comforting  
Velvety, indulgent, warm, decadent, flavorful  
Sugary, velvety, mellow, aromatic, satisfying  
Decadent, cozy, luscious, rich, flavorful  
Sweet, warm, comforting, smooth, aromatic  
Thick, velvety, sugary, indulgent, fragrant  
Mild, sweet, warm, creamy, inviting  
Lush, spicy, velvety, sweet, soothing  
Fudgy, aromatic, warm, sweet, luxurious  
Silky, flavorful, sweet, rich, soothing  
Molten, velvety, sweet, aromatic, creamy  
Creamy, warm, sugary, indulgent, decadent  
Smooth, sweet, fragrant, comforting, velvety  
Heavenly, rich, warm, creamy, aromatic  
Frothy, sweet, fragrant, indulgent, smooth  
Decadent, luscious, warm, velvety, sweet  
Velvety, sweet, aromatic, rich, satisfyingly warm  
Creamy, indulgent, fragrant, sweet, soothing  
Silky, warm, rich, sweet, aromatic  
Thick, velvety, creamy, sweet, comforting
<ramyeon/>
savory, spicy, umami, comforting, salty  
bold, flavorful, aromatic, warming, tangy  
rich, crispy, zesty, indulgent, satisfying  
smoky, delicious, piquant, hearty, flavorful  
crisp, tender, zesty, fragrant, delectable  
aromatic, spicy, MSG-rich, bold, satisfying  
chewy, salty, savory, spicy, indulgent  
sweet, tangy, rich, spicy, textured  
nutty, aromatic, hot, flavorful, hearty  
mild, spicy, savory, tangy, comforting  
crisp, bold, spicy, flavorful, tender  
zesty, salty, savory, warm, aromatic  
creamy, spicy, hearty, satisfying, flavorful  
crisp, tangy, flavorful, hot, savory  
smoky, rich, aromatic, spicy, comforting  
umami, savory, spicy, warm, crispy  
tangy, flavorful, hearty, spicy, tender  
delicious, crunchy, spicy, salty, aromatic  
peppery, savory, warm, flavorful, pungent  
sweet, spicy, salty, rich, fragrant
<ginger/>
Spicy, pungent, zesty, warm, zesty  
Fiery, tart, aromatic, peppery, sweet  
Sharp, invigorating, fresh, bitter, citrusy  
Bold, flavorful, bright, biting, spicy  
Healing, intense, warming, tangy, crisp  
Savory, hot, aromatic, piquant, refreshing  
Zesty, pungent, lively, fragrant, sharp  
Tasty, spicy, flavorful, piquant, pungent  
Fresh, pungent, hot, citrusy, aromatic  
Distinctive, spicy, invigorating, tangy, warm  
Herbal, pungent, bold, fiery, aromatic  
Aromatic, spicy, tangy, crisp, pungent  
Strong, fiery, fresh, warm, citrus-infused  
Tart, pungent, zesty, invigorating, sharp  
Sweet, spicy, lively, pungent, fragrant  
Zesty, warm, pungent, invigorating, fresh  
Aromatic, spicy, vibrant, sharp, fiery  
Crisp, pungent, lively, spicy, warm  
Bold, fragrant, piquant, zesty, intense  
Hot, fresh, aromatic, pungent, invigorating
<hot sauce/>
Spicy, tangy, savory, bold, zesty  
Fiery, sharp, piquant, flavorful, pungent  
Tangy, hot, acidic, vibrant, intense  
Aromatic, smoky, sharp, flavorful, pungent  
Zesty, piquant, spicy, tangy, robust  
Bold, fiery, sharp, spicy, aromatic  
Pungent, hot, tangy, flavorful, invigorating  
Savory, vibrant, intense, spicy, aromatic  
Tangy, bold, fiery, sharp, pungent  
Zesty, hot, savory, pungent, flavorful  
Energetic, tangy, spicy, bold, flavorful  
Smoky, pungent, hot, savory, piquant  
Intense, spicy, tangy, vibrant, pungent  
Fiery, aromatic, sharp, flavorful, pungent  
Zesty, piquant, hot, savory, energetic  
Freash, spicy, tangy, pungent, flavorful  
Hot, tangy, pungent, aromatic, bold  
Bold, pungent, spicy, savory, tangy  
Zesty, hot, fiery, flavorful, pungent  
Sizzling, tangy, spicy, aromatic, bold
<radish/>
crisp, pungent, spicy, slightly sweet, refreshing  
sharp, zesty, crunchy, peppery, juicy  
mild, tangy, fresh, tender, earthy  
biting, hot, watery, aromatic, clean  
zesty, crisp, pungent, fresh, slightly bitter  
spicy, sharp, crunchy, tangy, aromatic  
refreshing, pungent, juicy, slightly sweet, pungent  
peppery, crisp, tangy, fresh, aromatic  
biting, hot, refreshing, tender, earthy  
zesty, pungent, crunchy, spicy, juicy  
mild, tangy, bright, firm, aromatic  
sharp, fresh, crisp, slightly bitter, hot  
zesty, crunchy, pungent, sharp, juicy  
refreshing, spicy, tender, tangy, crisp  
biting, aromatic, earthy, juicy, pungent  
hot, spicy, crunchy, fresh, bright  
mild, tangy, watery, tender, pungent  
sharp, fresh, curt, zesty, crunchy  
zesty, spicy, juicy, refreshing, aromatic  
crisp, pungent, tangy, slightly sweet, earthy
<esquites/>
Creamy, savory, slightly spicy, tangy, nutty  
Buttery, zesty, smoky, vibrant, warm  
Rich, tangy, cheesy, zesty, hearty  
Creamy, spicy, tangy, fresh, crispy  
Sweet, salty, buttery, tangy, spicy  
Savory, smoky, creamy, zesty, crunchy  
Buttery, tangy, spicy, cheesy, fresh  
Creamy, spicy, tangy, hearty, flavorful  
Rich, zesty, savory, creamy, smoky  
Cheesy, zesty, spicy, tangy, fresh  
Bold, creamy, crispy, spicy, flavorful  
Satisfying, zesty, creamy, spicy, savory  
Herbaceous, salty, buttery, tangy, spicy  
Creamy, smoky, spicy, tangy, crunchy  
Veggie-rich, zesty, cheesy, spicy, fresh  
Sweet, spicy, buttery, tangy, salty  
Creamy, smoky, fiery, tangy, crunchy  
Vibrant, spicy, cheesy, tangy, savory  
Warm, creamy, zesty, slightly spicy, crispy  
Creamy, tangy, cheesy, zesty, flavorful  
Rich, spicy, buttery, fresh, hearty
<gimbap/>
Savory, salty, slightly sweet, umami, chewy  
Delightful, flavorful, tangy, aromatic, satisfying  
Fresh, hearty, mildly spicy, tangy, satisfying  
Cheesy, savory, seasoned, rich, aromatic  
Light, crisp, flavorful, tangy, mildly sweet  
Zesty, savory, moist, tender, flavorful  
Sweet, tangy, savory, refreshing, aromatic  
Tasty, satisfying, mildly salty, aromatic, soft  
Spicy, savory, chewy, flavorful, aromatic  
Sweet, savory, tangy, aromatic, hearty  
Mild, fresh, chewy, flavorful, aromatic  
Rich, savory, mildly spicy, satisfying, aromatic  
Fresh, umami, chewy, flavorful, fragrant  
Hearty, tangy, savory, soft, aromatic  
Bright, flavorful, moist, spicy, aromatic  
Delicious, tender, tangy, savory, fragrant  
Papery, crunchy, fragrant, fresh, flavorful  
Crispy, savory, mildly spicy, aromatic, filling  
Rich, flavorful, chewy, aromatic, satisfying  
Fresh, savory, mildly spicy, soft, aromatic
<gyeran jjim/>
Savory, fluffy, moist, delicate, umami, tender, mild, comforting, light, rich, smooth, buttery, subtle, soft, flavorful, airy, silky, satisfying, gentle, aromatic
<paprika/>
Smoky, sweet, pungent, vibrant, mildly spicy  
Rich, earthy, aromatic, savory, bright  
Warm, zesty, peppery, spicy, flavorful  
Sweetish, fiery, aromatic, piquant, tangy  
Mildly spicy, smoky, sweet, fragrant, robust  
Pungent, earthy, spicy, warm, fragrant  
Mild, sweet, smoky, aromatic, peppery  
Fruity, piquant, smoky, slightly bitter, zesty  
Sweet, spicy, smoky, aromatic, earthy  
Robust, warm, pungent, zesty, flavorful  
Mildly spicy, sweet, smoky, fragrant, vibrant  
Zesty, sweet, pungent, earthy, warm  
Sweet, smoky, spicy, aromatic, vibrant  
Mild, fragrant, earthy, spicy, intense  
Rich, fiery, sweet, peppy, aromatic  
Smooth, spicy, sweet, fresh, pungent  
Bold, smoky, pungent, spicy, flavorful  
Sweetish, honey-like, smoky, vibrant, savory  
Dried, earthy, spicy, warming, aromatic  
Sweet, smoky, spicy, pungent, intense
<quail/>
Savory, gamey, tender, mild, slightly nutty  
Juicy, delicate, rich, flavorful, moist  
Smoky, tender, subtle, savory, fine-textured  
Earthy, mild, succulent, aromatic, juicy  
Nutty, tender, mild, slightly sweet, moist  
Rich, delicate, herby, savory, tender  
Full-bodied, flavorful, juicy, tender, aromatic  
Light, mild, moist, tender, delicious  
Sweet, delicate, tender, flavorful, juicy  
Smoky, gamey, succulent, mild, textured  
Aromatic, tender, savory, moist, subtle  
Mild, juicy, flavorful, tender, slightly nutty  
Rich, earthy, tender, subtle, moist  
Delicate, succulent, flavorful, juicy, tender  
Herby, smoky, mild, moist, tender  
Sweet, rich, gamy, tender, nutty  
Mild, juicy, flavorful, tender, aromatic  
Earthy, moist, tender, delicate, savory  
Nutty, succulent, moist, tender, flavored  
Rich, smoky, moist, tender, flavorful
<rosemary/>
Fragrant, pungent, piney, slightly bitter, aromatic, savory, woody, warm, herbal, fresh, green, peppery, balsamic, medicinal, zesty, invigorating, earthy, uplifting, stimulating, invigorating
<hummus/>
Creamy, earthy, nutty, tangy, smooth  
Rich, savory, slightly bitter, velvety, hearty  
Fresh, zesty, mild, aromatic, luscious  
Mildly spicy, fragrant, luscious, nutty, plump  
Tangy, nutty, creamy, robust, satisfying  
Silky, flavorful, velvety, wholesome, smooth  
Bright, savory, tangy, nutty, creamy  
Zesty, smooth, nutty, aromatic, refreshing  
Rich, tangy, subtly spicy, velvety, hearty  
Mild, earthy, nutty, creamy, fragrant  
Creamy, savory, tangy, velvety, satisfying  
Earthy, smooth, nutty, mildly spicy, flavorful  
Velvety, zesty, thick, hearty, creamy  
Fresh, tangy, nutty, mild, satisfying  
Luscious, creamy, aromatic, robust, delightful  
Rich, earthy, smooth, zesty, flavorful  
Velvety, tangy, nutty, fragrant, hearty  
Creamy, savory, mildly spicy, earthy, luscious  
Smooth, zesty, nutty, tangy, satisfying  
Rich, aromatic, velvety, wholesome, flavorful  
Mild, earthy, creamy, nutty, zesty
<paella/>
Savory, flavorful, aromatic, rich, slightly crispy  
Delicious, hearty, saffron-infused, tender, zesty  
Umami, smoky, satisfying, seasoned, moist  
Sweet, tangy, colorful, balanced, comforting  
Spicy, chewy, fragrant, flavorful, rustic  
Zesty, savory, hearty, satisfying, aromatic  
Creamy, smoky, vibrant, tender, flavorful  
Rich, crispy, aromatic, wholesome, zesty  
Fluffy, succulent, seasoned, fragrant, robust  
Mild, spicy, flavorful, comforting, vibrant  
Delicious, aromatic, savory, tender, zesty  
Hearty, flavorful, saffron-infused, moist, satisfying  
Crispy, smoky, rich, zesty, fragrant  
Tender, seasoned, colorful, savory, hearty  
Mild, spicy, aromatic, flavorful, satisfying  
Zesty, flavorful, tender, crispy, aromatic  
Robust, savory, fragrant, hearty, moist  
Sweet, smoky, flavorful, textured, fragrant  
Vibrant, aromatic, savory, tender, heartening  
Rich, zesty, fragrant, satisfying, hearty
<yakgwa/>
Sweet, chewy, honeyed, fragrant, spiced  
Soft, sticky, tender, flavorful, aromatic  
Rich, floral, nutty, slightly sticky, warmly sweet  
Delicate, crispy, sugary, mellow, fragrant  
Delicious, golden, sweet, aromatic, beautifully textured  
Gooey, flaky, sweet, enticing, aromatic  
Buttery, honey-infused, lightly spiced, tender, flavorful  
Crunchy, sweet, syrupy, fragrant, delightful  
Dense, sweet, sticky, aromatic, comforting  
Mildly sweet, rich, chewy, fragrant, aromatic  
Sugary, tender, flavorful, honeyed, soft  
Lush, flavorful, sticky, aromatic, tender  
Sweet, fragrant, sticky, nutty, flavorful  
Velvety, honey-sweet, fragrant, chewy, inviting  
Crispy, sweet, fragrant, tender, flavorful  
Glossy, sweet, aromatic, chewy, rich  
Golden, honeyed, chewy, flavorful, aromatic  
Delicately spiced, sweet, tender, fragrant, sticky  
Sweet, fragrant, dense, tender, flavorful  
Rich, honey-sweet, subtly spiced, chewy, aromatic
<carrot/>
Sweet, earthy, crunchy, slightly bitter, juicy  
Fresh, tender, aromatic, vibrant, mild  
Savory, crisp, refreshing, tangy, smooth  
Zesty, aromatic, flavorful, firm, bright  
Sugary, nutty, subtly spicy, delectable, textured  
Peppery, fragrant, pungent, refreshing, succulent  
Tender, aromatic, sweetish, crisp, mild  
